Production_ID,Region_Name,Crop_Name,Time_ID,Soil_Type,Climate_Name,Avg_Temperature,Growth_Duration,Season,Quantity
20190114959,West,Chilli,201901,Silty,Tropical Savanna,28.5,90,Dry Season,5644
20190115458,Centre,Orange,201901,Peaty,Tropical Savanna,28.5,254,Dry Season,3165
20190115667,West,Oil,201901,Loamy,Tropical Savanna,28.5,170,Dry Season,2470
20190115879,Farnorth,Millet,201901,Sandy,Semi-Arid (Sahelian),33.9,317,Dry Season,9427
20190117663,Littoral,Voandzou,201901,Saline,Equatorial,25.6,118,Dry Season,9970
20190117931,Littoral,Taro,201901,Peaty,Equatorial,25.6,135,Dry Season,6538
20190118103,Littoral,Orange,201901,Peaty,Equatorial,25.6,254,Dry Season,9006
20190118407,Southwest,Watermelon,201901,Loamy,Equatorial,25.6,116,Dry Season,6797
20190118565,Southwest,Avocado,201901,Saline,Equatorial,25.6,112,Dry Season,467
20190118913,Southwest,Cocoa,201901,Saline,Equatorial,25.6,148,Dry Season,5032
20190119458,Southwest,Cocoa,201901,Peaty,Equatorial,25.6,148,Dry Season,6702
20190120027,Centre,Potato,201901,Peaty,Tropical Savanna,28.5,194,Dry Season,4057
20190120163,Southwest,Cowpea,201901,Peaty,Equatorial,25.6,281,Dry Season,1483
20190120226,Littoral,Cocoa,201901,Loamy,Equatorial,25.6,148,Dry Season,765
20190120653,Littoral,Oil,201901,Peaty,Equatorial,25.6,170,Dry Season,4595
20190122499,Centre,Potato,201901,Clay,Tropical Savanna,28.5,194,Dry Season,3924
20190123453,North,Sesame,201901,Sandy,Tropical Savanna,28.5,273,Dry Season,6619
20190123699,Centre,Orange,201901,Clay,Tropical Savanna,28.5,254,Dry Season,3858
20190123994,Littoral,Eggplant (garden eggs),201901,Loamy,Equatorial,25.6,188,Dry Season,614
20190124093,Centre,Maize,201901,Clay,Tropical Savanna,28.5,181,Dry Season,657
20190124189,Southwest,Mango,201901,Saline,Equatorial,25.6,248,Dry Season,1607
20190124470,Littoral,Rubber,201901,Loamy,Equatorial,25.6,231,Dry Season,4753
20190124548,West,Maize,201901,Loamy,Tropical Savanna,28.5,181,Dry Season,3700
20190124954,Northwest,Sorghum,201901,Loamy,Mountain,20.0,317,Dry Season,5322
20190124978,Northwest,Cowpea,201901,Silty,Mountain,20.0,281,Dry Season,4979
20190125695,Littoral,Taro,201901,Loamy,Equatorial,25.6,135,Dry Season,7860
20190126234,Southwest,Papaya,201901,Saline,Equatorial,25.6,330,Dry Season,2365
20190126499,South,Cocoa,201901,Peaty,Equatorial,25.6,148,Dry Season,3650
20190126534,Littoral,Pepper,201901,Loamy,Equatorial,25.6,141,Dry Season,6840
20190126847,Centre,Cabbage,201901,Clay,Tropical Savanna,28.5,237,Dry Season,6290
20190128835,Centre,Pepper,201901,Peaty,Tropical Savanna,28.5,141,Dry Season,7325
20190128993,Littoral,Sugar cane,201901,Peaty,Equatorial,25.6,347,Dry Season,3225
20190129809,North,Cowpea,201901,Sandy,Tropical Savanna,28.5,281,Dry Season,6324
20190130875,East,Robusta coffee,201901,Clay,Equatorial,25.6,267,Dry Season,1879
20190131559,Centre,garlic,201901,Clay,Tropical Savanna,28.5,123,Dry Season,9363
20190131903,Southwest,Macabo,201901,Saline,Equatorial,25.6,135,Dry Season,1068
20190132041,Southwest,Paddy rice,201901,Saline,Equatorial,25.6,246,Dry Season,4801
20190132048,Littoral,Carrot,201901,Saline,Equatorial,25.6,123,Dry Season,2569
20190132788,Centre,Sweet potato,201901,Peaty,Tropical Savanna,28.5,90,Dry Season,4880
20190132982,Southwest,Avocado,201901,Loamy,Equatorial,25.6,112,Dry Season,301
20190133041,Centre,Papaya,201901,Peaty,Tropical Savanna,28.5,330,Dry Season,566
20190134211,Littoral,Cassava,201901,Saline,Equatorial,25.6,264,Dry Season,3622
20190134494,Littoral,Macabo,201901,Peaty,Equatorial,25.6,135,Dry Season,4524
20190134635,Littoral,Watermelon,201901,Peaty,Equatorial,25.6,116,Dry Season,4983
20190135167,Littoral,Cabbage,201901,Saline,Equatorial,25.6,237,Dry Season,5744
20190136202,Northwest,Potato,201901,Loamy,Mountain,20.0,194,Dry Season,6473
20190136343,Southwest,Robusta coffee,201901,Saline,Equatorial,25.6,267,Dry Season,5044
20190138192,Littoral,Soya,201901,Saline,Equatorial,25.6,270,Dry Season,6077
20190139540,South,Robusta coffee,201901,Clay,Equatorial,25.6,267,Dry Season,6806
20190139799,Littoral,Paddy rice,201901,Peaty,Equatorial,25.6,246,Dry Season,6282
20190139896,Littoral,garlic,201901,Saline,Equatorial,25.6,123,Dry Season,9124
20190140128,Centre,Maize,201901,Peaty,Tropical Savanna,28.5,181,Dry Season,5635
20190141137,Southwest,Rubber,201901,Peaty,Equatorial,25.6,231,Dry Season,4567
20190142050,Littoral,Tomatoes,201901,Loamy,Equatorial,25.6,91,Dry Season,657
20190142054,Southwest,Sweet potato,201901,Saline,Equatorial,25.6,90,Dry Season,2736
20190142122,Adamawa,Maize,201901,Loamy,Highland,20.7,181,Dry Season,4054
20190142254,Littoral,Tomatoes,201901,Peaty,Equatorial,25.6,91,Dry Season,923
20190142547,Littoral,Robusta coffee,201901,Saline,Equatorial,25.6,267,Dry Season,7616
20190142596,Southwest,Rubber,201901,Loamy,Equatorial,25.6,231,Dry Season,4127
20190143827,North,Millet,201901,Sandy,Tropical Savanna,28.5,317,Dry Season,8446
20190144150,Littoral,Sweet potato,201901,Peaty,Equatorial,25.6,90,Dry Season,2567
20190144171,Littoral,Robusta coffee,201901,Peaty,Equatorial,25.6,267,Dry Season,3665
20190144218,Littoral,Avocado,201901,Peaty,Equatorial,25.6,112,Dry Season,4381
20190144302,Southwest,Voandzou,201901,Peaty,Equatorial,25.6,118,Dry Season,4897
20190144689,Littoral,Avocado,201901,Loamy,Equatorial,25.6,112,Dry Season,944
20190144783,Southwest,Orange,201901,Saline,Equatorial,25.6,254,Dry Season,9307
20190144921,Centre,Cassava,201901,Clay,Tropical Savanna,28.5,264,Dry Season,2825
20190145695,Littoral,Avocado,201901,Saline,Equatorial,25.6,112,Dry Season,5320
20190145759,Centre,Eggplant (garden eggs),201901,Clay,Tropical Savanna,28.5,188,Dry Season,6953
20190146099,South,Cocoa,201901,Clay,Equatorial,25.6,148,Dry Season,8740
20190146333,Littoral,Oil,201901,Saline,Equatorial,25.6,170,Dry Season,3157
20190147094,Littoral,Mango,201901,Peaty,Equatorial,25.6,248,Dry Season,8801
20190147897,Centre,Cowpea,201901,Peaty,Tropical Savanna,28.5,281,Dry Season,7346
20190148077,Southwest,Paddy rice,201901,Loamy,Equatorial,25.6,246,Dry Season,2451
20190148318,West,Yam,201901,Loamy,Tropical Savanna,28.5,259,Dry Season,7535
20190148338,North,Maize,201901,Sandy,Tropical Savanna,28.5,181,Dry Season,5048
20190148978,Southwest,Orange,201901,Peaty,Equatorial,25.6,254,Dry Season,8266
20190149984,Littoral,Mango,201901,Loamy,Equatorial,25.6,248,Dry Season,4811
20190150828,Southwest,Voandzou,201901,Loamy,Equatorial,25.6,118,Dry Season,4233
20190151739,Adamawa,Sesame,201901,Loamy,Highland,20.7,273,Dry Season,7982
20190151998,Littoral,Cassava,201901,Peaty,Equatorial,25.6,264,Dry Season,3922
20190152241,Centre,Black nightshade,201901,Peaty,Tropical Savanna,28.5,113,Dry Season,3717
20190153316,West,Yam,201901,Silty,Tropical Savanna,28.5,259,Dry Season,7834
20190153623,Centre,Mushroom,201901,Peaty,Tropical Savanna,28.5,162,Dry Season,8678
20190153753,Littoral,Tomatoes,201901,Saline,Equatorial,25.6,91,Dry Season,727
20190154717,Southwest,Avocado,201901,Peaty,Equatorial,25.6,112,Dry Season,2372
20190154791,Littoral,Coffee Arabica,201901,Saline,Equatorial,25.6,298,Dry Season,269
20190155250,Littoral,Papaya,201901,Saline,Equatorial,25.6,330,Dry Season,7933
20190156171,Littoral,Eggplant (garden eggs),201901,Peaty,Equatorial,25.6,188,Dry Season,8861
20190156587,Littoral,Papaya,201901,Peaty,Equatorial,25.6,330,Dry Season,1006
20190157598,Southwest,Cowpea,201901,Loamy,Equatorial,25.6,281,Dry Season,1034
20190157606,Adamawa,Sorghum,201901,Loamy,Highland,20.7,317,Dry Season,4449
20190157637,Littoral,Cabbage,201901,Loamy,Equatorial,25.6,237,Dry Season,5712
20190157794,Littoral,Cassava,201901,Loamy,Equatorial,25.6,264,Dry Season,5446
20190159307,South,Taro,201901,Peaty,Equatorial,25.6,135,Dry Season,3081
20190159565,Southwest,Mango,201901,Peaty,Equatorial,25.6,248,Dry Season,9770
20190159703,South,Cassava,201901,Clay,Equatorial,25.6,264,Dry Season,100
20190159874,Northwest,Yam,201901,Loamy,Mountain,20.0,259,Dry Season,5119
20190160410,Centre,Tomatoes,201901,Clay,Tropical Savanna,28.5,91,Dry Season,4188
20190162300,Centre,Carrot,201901,Clay,Tropical Savanna,28.5,123,Dry Season,2960
20190162349,West,Cocoa,201901,Loamy,Tropical Savanna,28.5,148,Dry Season,5209
20190162852,Littoral,Orange,201901,Saline,Equatorial,25.6,254,Dry Season,1391
20190163008,Littoral,Soya,201901,Loamy,Equatorial,25.6,270,Dry Season,6334
20190163079,Centre,Cassava,201901,Peaty,Tropical Savanna,28.5,264,Dry Season,2689
20190163528,Centre,Onion,201901,Peaty,Tropical Savanna,28.5,123,Dry Season,360
20190163640,Northwest,Cowpea,201901,Loamy,Mountain,20.0,281,Dry Season,4562
20190164149,Adamawa,Millet,201901,Loamy,Highland,20.7,317,Dry Season,2771
20190164437,Southwest,Taro,201901,Peaty,Equatorial,25.6,135,Dry Season,5309
20190164692,Southwest,Macabo,201901,Peaty,Equatorial,25.6,135,Dry Season,5821
20190165087,Littoral,Macabo,201901,Saline,Equatorial,25.6,135,Dry Season,7835
20190166018,West,Tomatoes,201901,Silty,Tropical Savanna,28.5,91,Dry Season,7580
20190166022,Littoral,Onion,201901,Peaty,Equatorial,25.6,123,Dry Season,2013
20190166396,Southwest,Macabo,201901,Loamy,Equatorial,25.6,135,Dry Season,865
20190166771,Southwest,Rubber,201901,Saline,Equatorial,25.6,231,Dry Season,6810
20190167055,Littoral,Pepper,201901,Peaty,Equatorial,25.6,141,Dry Season,8444
20190167641,Littoral,Cabbage,201901,Peaty,Equatorial,25.6,237,Dry Season,7753
20190167712,East,Oil,201901,Clay,Equatorial,25.6,170,Dry Season,2218
20190167918,Littoral,Mango,201901,Saline,Equatorial,25.6,248,Dry Season,8530
20190168223,Littoral,Eggplant (garden eggs),201901,Saline,Equatorial,25.6,188,Dry Season,6375
20190169739,Southwest,Orange,201901,Loamy,Equatorial,25.6,254,Dry Season,7267
20190169775,West,Avocado,201901,Silty,Tropical Savanna,28.5,112,Dry Season,1565
20190170019,Centre,Tomatoes,201901,Peaty,Tropical Savanna,28.5,91,Dry Season,1409
20190170745,Centre,Chilli,201901,Peaty,Tropical Savanna,28.5,90,Dry Season,8833
20190170760,Southwest,Yam,201901,Peaty,Equatorial,25.6,259,Dry Season,9126
20190170793,Littoral,Onion,201901,Saline,Equatorial,25.6,123,Dry Season,9816
20190171017,Littoral,Rubber,201901,Saline,Equatorial,25.6,231,Dry Season,139
20190171569,Littoral,Taro,201901,Saline,Equatorial,25.6,135,Dry Season,1197
20190172558,Southwest,Sweet potato,201901,Peaty,Equatorial,25.6,90,Dry Season,1121
20190173609,Littoral,Oil,201901,Loamy,Equatorial,25.6,170,Dry Season,6904
20190173619,Southwest,Taro,201901,Saline,Equatorial,25.6,135,Dry Season,399
20190173920,West,Maize,201901,Silty,Tropical Savanna,28.5,181,Dry Season,3269
20190174018,Southwest,Mango,201901,Loamy,Equatorial,25.6,248,Dry Season,1211
20190174438,Littoral,Voandzou,201901,Loamy,Equatorial,25.6,118,Dry Season,2212
20190175117,Littoral,Voandzou,201901,Peaty,Equatorial,25.6,118,Dry Season,2290
20190175124,Southwest,Yam,201901,Loamy,Equatorial,25.6,259,Dry Season,1986
20190175426,Centre,Watermelon,201901,Clay,Tropical Savanna,28.5,116,Dry Season,1297
20190175496,South,Cassava,201901,Peaty,Equatorial,25.6,264,Dry Season,4757
20190175576,Littoral,Paddy rice,201901,Saline,Equatorial,25.6,246,Dry Season,1713
20190175891,West,Chilli,201901,Loamy,Tropical Savanna,28.5,90,Dry Season,7182
20190176270,West,Tomatoes,201901,Loamy,Tropical Savanna,28.5,91,Dry Season,6004
20190177726,Littoral,Paddy rice,201901,Loamy,Equatorial,25.6,246,Dry Season,3533
20190177853,Centre,Cowpea,201901,Clay,Tropical Savanna,28.5,281,Dry Season,2379
20190178701,Littoral,Carrot,201901,Peaty,Equatorial,25.6,123,Dry Season,1804
20190179175,Littoral,Sugar cane,201901,Saline,Equatorial,25.6,347,Dry Season,2262
20190180001,East,Cassava,201901,Clay,Equatorial,25.6,264,Dry Season,1422
20190180033,Littoral,Mushroom,201901,Loamy,Equatorial,25.6,162,Dry Season,8976
20190181804,Northwest,Sorghum,201901,Silty,Mountain,20.0,317,Dry Season,1366
20190183446,Littoral,Soya,201901,Peaty,Equatorial,25.6,270,Dry Season,5901
20190184185,East,Cocoa,201901,Clay,Equatorial,25.6,148,Dry Season,9141
20190184422,Centre,Carrot,201901,Peaty,Tropical Savanna,28.5,123,Dry Season,191
20190184618,Centre,Watermelon,201901,Peaty,Tropical Savanna,28.5,116,Dry Season,5524
20190185054,Littoral,Pepper,201901,Saline,Equatorial,25.6,141,Dry Season,3656
20190185222,West,Avocado,201901,Loamy,Tropical Savanna,28.5,112,Dry Season,6122
20190186207,Littoral,Black nightshade,201901,Loamy,Equatorial,25.6,113,Dry Season,3155
20190186247,Littoral,Sweet potato,201901,Loamy,Equatorial,25.6,90,Dry Season,9136
20190186548,Littoral,Chilli,201901,Saline,Equatorial,25.6,90,Dry Season,6567
20190186624,Littoral,Black nightshade,201901,Saline,Equatorial,25.6,113,Dry Season,7514
20190186671,Centre,Pepper,201901,Clay,Tropical Savanna,28.5,141,Dry Season,793
20190186757,Centre,Onion,201901,Clay,Tropical Savanna,28.5,123,Dry Season,2455
20190187014,Littoral,Coffee Arabica,201901,Loamy,Equatorial,25.6,298,Dry Season,5381
20190187363,Littoral,Sweet potato,201901,Saline,Equatorial,25.6,90,Dry Season,5052
20190188170,Littoral,Mushroom,201901,Peaty,Equatorial,25.6,162,Dry Season,5494
20190188528,Littoral,Robusta coffee,201901,Loamy,Equatorial,25.6,267,Dry Season,5811
20190190027,South,Oil,201901,Clay,Equatorial,25.6,170,Dry Season,5046
20190190598,West,Cocoa,201901,Silty,Tropical Savanna,28.5,148,Dry Season,7398
20190190858,Southwest,Cowpea,201901,Saline,Equatorial,25.6,281,Dry Season,6202
20190190884,Littoral,Sugar cane,201901,Loamy,Equatorial,25.6,347,Dry Season,6598
20190191074,Littoral,Carrot,201901,Loamy,Equatorial,25.6,123,Dry Season,3395
20190192141,Littoral,Orange,201901,Loamy,Equatorial,25.6,254,Dry Season,1617
20190192323,Southwest,Cassava,201901,Peaty,Equatorial,25.6,264,Dry Season,9968
20190192522,Southwest,Papaya,201901,Peaty,Equatorial,25.6,330,Dry Season,4382
20190194861,Southwest,Robusta coffee,201901,Loamy,Equatorial,25.6,267,Dry Season,822
20190195366,Southwest,Cocoa,201901,Loamy,Equatorial,25.6,148,Dry Season,1465
20190196201,Littoral,Coffee Arabica,201901,Peaty,Equatorial,25.6,298,Dry Season,5848
20190196535,Southwest,Robusta coffee,201901,Peaty,Equatorial,25.6,267,Dry Season,9998
20190197230,Littoral,Rubber,201901,Peaty,Equatorial,25.6,231,Dry Season,4482
20190197867,Littoral,garlic,201901,Peaty,Equatorial,25.6,123,Dry Season,3717
20190199354,Southwest,Taro,201901,Loamy,Equatorial,25.6,135,Dry Season,7450
20190199406,Southwest,Watermelon,201901,Saline,Equatorial,25.6,116,Dry Season,3322
20190199566,Centre,Mushroom,201901,Clay,Tropical Savanna,28.5,162,Dry Season,4192
20190200107,West,Cocoa,201902,Silty,Tropical Savanna,28.5,148,Dry Season,5490
20190201875,West,Tomatoes,201902,Loamy,Tropical Savanna,28.5,91,Dry Season,4184
20190202255,Centre,Onion,201902,Peaty,Tropical Savanna,28.5,123,Dry Season,861
20190202461,Southwest,Avocado,201902,Peaty,Equatorial,25.6,112,Dry Season,828
20190202798,West,Maize,201902,Loamy,Tropical Savanna,28.5,181,Dry Season,7176
20190203132,Centre,garlic,201902,Peaty,Tropical Savanna,28.5,123,Dry Season,9423
20190203428,Southwest,Sweet potato,201902,Loamy,Equatorial,25.6,90,Dry Season,2899
20190203466,East,Cassava,201902,Clay,Equatorial,25.6,264,Dry Season,9550
20190204204,Centre,Watermelon,201902,Peaty,Tropical Savanna,28.5,116,Dry Season,3267
20190204737,Southwest,Cocoa,201902,Saline,Equatorial,25.6,148,Dry Season,9524
20190205122,Littoral,Mango,201902,Peaty,Equatorial,25.6,248,Dry Season,6727
20190205544,Southwest,Paddy rice,201902,Loamy,Equatorial,25.6,246,Dry Season,4956
20190206022,Littoral,Paddy rice,201902,Saline,Equatorial,25.6,246,Dry Season,8525
20190206040,Centre,Tomatoes,201902,Peaty,Tropical Savanna,28.5,91,Dry Season,9233
20190206042,Southwest,Yam,201902,Loamy,Equatorial,25.6,259,Dry Season,9300
20190207272,Littoral,Orange,201902,Saline,Equatorial,25.6,254,Dry Season,7556
20190210392,Littoral,Tomatoes,201902,Loamy,Equatorial,25.6,91,Dry Season,2264
20190210713,East,Robusta coffee,201902,Clay,Equatorial,25.6,267,Dry Season,700
20190211030,Southwest,Cocoa,201902,Peaty,Equatorial,25.6,148,Dry Season,4628
20190212857,Littoral,Papaya,201902,Loamy,Equatorial,25.6,330,Dry Season,2279
20190212909,Southwest,Robusta coffee,201902,Saline,Equatorial,25.6,267,Dry Season,6898
20190214704,Littoral,Watermelon,201902,Saline,Equatorial,25.6,116,Dry Season,3320
20190214970,South,Cocoa,201902,Clay,Equatorial,25.6,148,Dry Season,1554
20190215264,South,Cassava,201902,Peaty,Equatorial,25.6,264,Dry Season,7685
20190216861,Littoral,Chilli,201902,Saline,Equatorial,25.6,90,Dry Season,7878
20190217386,Littoral,Voandzou,201902,Peaty,Equatorial,25.6,118,Dry Season,7233
20190217858,Centre,Cowpea,201902,Clay,Tropical Savanna,28.5,281,Dry Season,9262
20190217960,Littoral,Orange,201902,Peaty,Equatorial,25.6,254,Dry Season,992
20190218461,Littoral,Macabo,201902,Loamy,Equatorial,25.6,135,Dry Season,6809
20190218614,West,Chilli,201902,Loamy,Tropical Savanna,28.5,90,Dry Season,6122
20190219761,Southwest,Macabo,201902,Saline,Equatorial,25.6,135,Dry Season,4758
20190219928,Littoral,Robusta coffee,201902,Loamy,Equatorial,25.6,267,Dry Season,4138
20190220975,South,Oil,201902,Peaty,Equatorial,25.6,170,Dry Season,2005
20190221076,West,Tomatoes,201902,Silty,Tropical Savanna,28.5,91,Dry Season,6274
20190221765,Centre,Carrot,201902,Clay,Tropical Savanna,28.5,123,Dry Season,3727
20190221789,Littoral,Tomatoes,201902,Peaty,Equatorial,25.6,91,Dry Season,1973
20190221866,West,Yam,201902,Loamy,Tropical Savanna,28.5,259,Dry Season,1006
20190222826,North,Sesame,201902,Sandy,Tropical Savanna,28.5,273,Dry Season,4081
20190223216,Centre,Orange,201902,Peaty,Tropical Savanna,28.5,254,Dry Season,4201
20190223587,Centre,Potato,201902,Clay,Tropical Savanna,28.5,194,Dry Season,7936
20190223793,Centre,Orange,201902,Clay,Tropical Savanna,28.5,254,Dry Season,9441
20190224087,Southwest,Mango,201902,Saline,Equatorial,25.6,248,Dry Season,5358
20190224346,Centre,Sweet potato,201902,Peaty,Tropical Savanna,28.5,90,Dry Season,2676
20190225029,Centre,Cabbage,201902,Clay,Tropical Savanna,28.5,237,Dry Season,1106
20190225217,Littoral,Oil,201902,Saline,Equatorial,25.6,170,Dry Season,6061
20190225605,South,Robusta coffee,201902,Peaty,Equatorial,25.6,267,Dry Season,2629
20190225740,Littoral,Mango,201902,Saline,Equatorial,25.6,248,Dry Season,6932
20190225865,West,Cocoa,201902,Loamy,Tropical Savanna,28.5,148,Dry Season,2078
20190226055,Southwest,Cassava,201902,Loamy,Equatorial,25.6,264,Dry Season,3198
20190226821,Southwest,Papaya,201902,Saline,Equatorial,25.6,330,Dry Season,4251
20190226894,Littoral,Sweet potato,201902,Saline,Equatorial,25.6,90,Dry Season,2852
20190227147,Littoral,Oil,201902,Peaty,Equatorial,25.6,170,Dry Season,4512
20190228045,Littoral,Macabo,201902,Saline,Equatorial,25.6,135,Dry Season,2586
20190229128,Centre,Eggplant (garden eggs),201902,Clay,Tropical Savanna,28.5,188,Dry Season,2054
20190229233,Centre,Black nightshade,201902,Clay,Tropical Savanna,28.5,113,Dry Season,1274
20190229628,Southwest,Orange,201902,Saline,Equatorial,25.6,254,Dry Season,563
20190229711,Littoral,Coffee Arabica,201902,Loamy,Equatorial,25.6,298,Dry Season,6474
20190230425,Southwest,Cocoa,201902,Loamy,Equatorial,25.6,148,Dry Season,9977
20190230606,Littoral,Voandzou,201902,Loamy,Equatorial,25.6,118,Dry Season,845
20190230973,Northwest,Cowpea,201902,Silty,Mountain,20.0,281,Dry Season,3967
20190231635,Southwest,Yam,201902,Saline,Equatorial,25.6,259,Dry Season,9037
20190232223,Littoral,Pepper,201902,Loamy,Equatorial,25.6,141,Dry Season,9854
20190232581,Southwest,Watermelon,201902,Peaty,Equatorial,25.6,116,Dry Season,5534
20190233590,Littoral,Watermelon,201902,Peaty,Equatorial,25.6,116,Dry Season,163
20190233966,Centre,Mushroom,201902,Peaty,Tropical Savanna,28.5,162,Dry Season,2464
20190234242,Littoral,Cocoa,201902,Saline,Equatorial,25.6,148,Dry Season,5190
20190234379,Centre,Cassava,201902,Peaty,Tropical Savanna,28.5,264,Dry Season,7040
20190234713,Littoral,Taro,201902,Loamy,Equatorial,25.6,135,Dry Season,1665
20190234723,Littoral,Pepper,201902,Saline,Equatorial,25.6,141,Dry Season,1144
20190234902,Centre,Mushroom,201902,Clay,Tropical Savanna,28.5,162,Dry Season,5416
20190235013,Southwest,Cassava,201902,Peaty,Equatorial,25.6,264,Dry Season,9704
20190235098,Littoral,Robusta coffee,201902,Saline,Equatorial,25.6,267,Dry Season,8015
20190235193,Northwest,Potato,201902,Silty,Mountain,20.0,194,Dry Season,8664
20190235919,Southwest,Sweet potato,201902,Saline,Equatorial,25.6,90,Dry Season,8620
20190236603,North,Maize,201902,Sandy,Tropical Savanna,28.5,181,Dry Season,7862
20190236799,Littoral,Sugar cane,201902,Loamy,Equatorial,25.6,347,Dry Season,5799
20190237503,Southwest,Taro,201902,Peaty,Equatorial,25.6,135,Dry Season,6465
20190239063,Southwest,Cowpea,201902,Peaty,Equatorial,25.6,281,Dry Season,5728
20190239140,Littoral,Watermelon,201902,Loamy,Equatorial,25.6,116,Dry Season,7880
20190239713,Littoral,Sugar cane,201902,Peaty,Equatorial,25.6,347,Dry Season,3570
20190239998,Centre,Pepper,201902,Peaty,Tropical Savanna,28.5,141,Dry Season,7437
20190240830,Littoral,Sweet potato,201902,Loamy,Equatorial,25.6,90,Dry Season,5290
20190241517,Littoral,Cabbage,201902,Peaty,Equatorial,25.6,237,Dry Season,2860
20190241634,East,Cocoa,201902,Clay,Equatorial,25.6,148,Dry Season,9041
20190241698,Southwest,Orange,201902,Peaty,Equatorial,25.6,254,Dry Season,5154
20190242412,Southwest,Yam,201902,Peaty,Equatorial,25.6,259,Dry Season,9993
20190243113,Littoral,Taro,201902,Saline,Equatorial,25.6,135,Dry Season,3140
20190243318,West,Avocado,201902,Silty,Tropical Savanna,28.5,112,Dry Season,4935
20190243382,Southwest,Watermelon,201902,Loamy,Equatorial,25.6,116,Dry Season,782
20190243765,Southwest,Taro,201902,Loamy,Equatorial,25.6,135,Dry Season,1323
20190244422,Littoral,Cabbage,201902,Loamy,Equatorial,25.6,237,Dry Season,4441
20190244772,Southwest,Avocado,201902,Saline,Equatorial,25.6,112,Dry Season,4893
20190245487,Northwest,Cowpea,201902,Loamy,Mountain,20.0,281,Dry Season,3206
20190245714,West,Maize,201902,Silty,Tropical Savanna,28.5,181,Dry Season,9770
20190245823,South,Taro,201902,Clay,Equatorial,25.6,135,Dry Season,1866
20190246105,Centre,garlic,201902,Clay,Tropical Savanna,28.5,123,Dry Season,9112
20190246183,West,Oil,201902,Silty,Tropical Savanna,28.5,170,Dry Season,8804
20190246186,Littoral,Avocado,201902,Saline,Equatorial,25.6,112,Dry Season,3189
20190246599,Littoral,Cassava,201902,Loamy,Equatorial,25.6,264,Dry Season,8082
