Production_ID,Region_Name,Climate_Name,Soil_Type,Crop_Name,Year,Season,Area_Harvested,Quantity,Yield
20190629902,Adamawa,Highland,Loamy,Sorghum,2019,Rainy Season,61.000,7369,120.8000
20191087957,Adamawa,Highland,Loamy,Sorghum,2019,Rainy Season,65.000,9219,141.8300
20190928745,Adamawa,Highland,Loamy,Sorghum,2019,Rainy Season,86.000,5657,65.7800
20190707867,Adamawa,Highland,Loamy,Sorghum,2019,Rainy Season,41.000,6569,160.2200
20190157606,Adamawa,Highland,Loamy,Sorghum,2019,Dry Season,46.000,4449,96.7200
20190869538,Adamawa,Highland,Loamy,Sorghum,2019,Rainy Season,54.000,4720,87.4100
20191187679,Adamawa,Highland,Loamy,Sorghum,2019,Dry Season,39.000,6271,160.7900
20190281620,Adamawa,Highland,Loamy,Sorghum,2019,Dry Season,80.000,1790,22.3800
20190318698,Adamawa,Highland,Loamy,Sorghum,2019,Dry Season,96.000,2985,31.0900
20190474209,Adamawa,Highland,Loamy,Sorghum,2019,Dry Season,53.000,10000,188.6800
20190549767,Adamawa,Highland,Loamy,Sorghum,2019,Rainy Season,83.000,9290,111.9300
20191299958,Adamawa,Highland,Loamy,Sorghum,2019,Dry Season,72.000,4250,59.0300
20190560291,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Rainy Season,89.000,1659,18.6400
20191003385,Centre,Tropical Savanna,Clay,Black nightshade,2019,Rainy Season,30.000,4485,149.5000
20190714399,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Rainy Season,53.000,8227,155.2300
20190430661,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Dry Season,64.000,7050,110.1600
20190437223,Centre,Tropical Savanna,Clay,Black nightshade,2019,Dry Season,71.000,6307,88.8300
20191052397,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Rainy Season,44.000,2992,68.0000
20190389019,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Dry Season,94.000,2183,23.2200
20190229233,Centre,Tropical Savanna,Clay,Black nightshade,2019,Dry Season,60.000,1274,21.2300
20190930525,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Rainy Season,25.000,1755,70.2000
20190851018,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Rainy Season,81.000,9225,113.8900
20191132265,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Dry Season,61.000,4387,71.9200
20191154839,Centre,Tropical Savanna,Clay,Black nightshade,2019,Dry Season,69.000,7269,105.3500
20190105235,Centre,Tropical Savanna,Clay,Black nightshade,2019,Dry Season,25.000,665,26.6000
20190841589,Centre,Tropical Savanna,Clay,Black nightshade,2019,Rainy Season,34.000,7095,208.6800
20190367265,Centre,Tropical Savanna,Clay,Black nightshade,2019,Dry Season,68.000,9640,141.7600
20190689155,Centre,Tropical Savanna,Clay,Black nightshade,2019,Rainy Season,27.000,722,26.7400
20191259378,Centre,Tropical Savanna,Clay,Black nightshade,2019,Dry Season,29.000,6820,235.1700
20191291098,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Dry Season,87.000,431,4.9500
20190749006,Centre,Tropical Savanna,Clay,Black nightshade,2019,Rainy Season,96.000,6700,69.7900
20190927935,Centre,Tropical Savanna,Clay,Black nightshade,2019,Rainy Season,97.000,7854,80.9700
20190567391,Centre,Tropical Savanna,Clay,Black nightshade,2019,Rainy Season,63.000,2019,32.0500
20190264780,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Dry Season,42.000,5210,124.0500
20190152241,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Dry Season,78.000,3717,47.6500
20190696942,Centre,Tropical Savanna,Peaty,Black nightshade,2019,Rainy Season,94.000,7957,84.6500
20190828729,Centre,Tropical Savanna,Clay,Cabbage,2019,Rainy Season,93.000,7708,82.8800
20190266507,Centre,Tropical Savanna,Peaty,Cabbage,2019,Dry Season,64.000,3338,52.1600
20190407041,Centre,Tropical Savanna,Peaty,Cabbage,2019,Dry Season,34.000,539,15.8500
20190715003,Centre,Tropical Savanna,Peaty,Cabbage,2019,Rainy Season,51.000,3751,73.5500
20190225029,Centre,Tropical Savanna,Clay,Cabbage,2019,Dry Season,71.000,1106,15.5800
20190397585,Centre,Tropical Savanna,Peaty,Cabbage,2019,Dry Season,37.000,6444,174.1600
20190604596,Centre,Tropical Savanna,Peaty,Cabbage,2019,Rainy Season,63.000,1049,16.6500
20190768331,Centre,Tropical Savanna,Clay,Cabbage,2019,Rainy Season,23.000,941,40.9100
20191169487,Centre,Tropical Savanna,Clay,Cabbage,2019,Dry Season,88.000,6891,78.3100
20190971388,Centre,Tropical Savanna,Peaty,Cabbage,2019,Rainy Season,92.000,8749,95.1000
20190107038,Centre,Tropical Savanna,Peaty,Cabbage,2019,Dry Season,83.000,9032,108.8200
20191223904,Centre,Tropical Savanna,Clay,Cabbage,2019,Dry Season,71.000,1477,20.8000
20191088101,Centre,Tropical Savanna,Peaty,Cabbage,2019,Rainy Season,25.000,4753,190.1200
20190552155,Centre,Tropical Savanna,Clay,Cabbage,2019,Rainy Season,93.000,6918,74.3900
20191033126,Centre,Tropical Savanna,Clay,Cabbage,2019,Rainy Season,56.000,7729,138.0200
20190970754,Centre,Tropical Savanna,Clay,Cabbage,2019,Rainy Season,65.000,168,2.5800
20190633214,Centre,Tropical Savanna,Clay,Cabbage,2019,Rainy Season,80.000,2591,32.3900
20190856130,Centre,Tropical Savanna,Peaty,Cabbage,2019,Rainy Season,87.000,3932,45.2000
20190423423,Centre,Tropical Savanna,Clay,Cabbage,2019,Dry Season,23.000,3201,139.1700
20190359068,Centre,Tropical Savanna,Clay,Cabbage,2019,Dry Season,76.000,3324,43.7400
20190126847,Centre,Tropical Savanna,Clay,Cabbage,2019,Dry Season,78.000,6290,80.6400
20191196863,Centre,Tropical Savanna,Peaty,Cabbage,2019,Dry Season,44.000,5432,123.4500
20191228578,Centre,Tropical Savanna,Peaty,Cabbage,2019,Dry Season,98.000,9380,95.7100
20190556663,Centre,Tropical Savanna,Peaty,Cabbage,2019,Rainy Season,31.000,7672,247.4800
20190656358,Centre,Tropical Savanna,Peaty,Carrot,2019,Rainy Season,63.000,1231,19.5400
20190221765,Centre,Tropical Savanna,Clay,Carrot,2019,Dry Season,73.000,3727,51.0500
20190255551,Centre,Tropical Savanna,Peaty,Carrot,2019,Dry Season,85.000,2475,29.1200
20191103959,Centre,Tropical Savanna,Clay,Carrot,2019,Dry Season,36.000,3104,86.2200
20190956810,Centre,Tropical Savanna,Peaty,Carrot,2019,Rainy Season,52.000,5164,99.3100
20191203271,Centre,Tropical Savanna,Clay,Carrot,2019,Dry Season,33.000,9741,295.1800
20190336596,Centre,Tropical Savanna,Peaty,Carrot,2019,Dry Season,70.000,6481,92.5900
20190379527,Centre,Tropical Savanna,Clay,Carrot,2019,Dry Season,49.000,5026,102.5700
20191287106,Centre,Tropical Savanna,Peaty,Carrot,2019,Dry Season,29.000,950,32.7600
20190652611,Centre,Tropical Savanna,Clay,Carrot,2019,Rainy Season,99.000,5217,52.7000
20190786044,Centre,Tropical Savanna,Peaty,Carrot,2019,Rainy Season,59.000,7579,128.4600
20190900113,Centre,Tropical Savanna,Clay,Carrot,2019,Rainy Season,39.000,5016,128.6200
20190783802,Centre,Tropical Savanna,Clay,Carrot,2019,Rainy Season,95.000,2578,27.1400
20191008999,Centre,Tropical Savanna,Clay,Carrot,2019,Rainy Season,93.000,7313,78.6300
20190162300,Centre,Tropical Savanna,Clay,Carrot,2019,Dry Season,72.000,2960,41.1100
20190557670,Centre,Tropical Savanna,Peaty,Carrot,2019,Rainy Season,37.000,2592,70.0500
20190808040,Centre,Tropical Savanna,Clay,Carrot,2019,Rainy Season,86.000,1286,14.9500
20191043752,Centre,Tropical Savanna,Peaty,Carrot,2019,Rainy Season,66.000,129,1.9500
20190437258,Centre,Tropical Savanna,Peaty,Carrot,2019,Dry Season,73.000,3676,50.3600
20191120545,Centre,Tropical Savanna,Peaty,Carrot,2019,Dry Season,91.000,3559,39.1100
20190184422,Centre,Tropical Savanna,Peaty,Carrot,2019,Dry Season,33.000,191,5.7900
20190857681,Centre,Tropical Savanna,Peaty,Carrot,2019,Rainy Season,65.000,3713,57.1200
20190589562,Centre,Tropical Savanna,Clay,Carrot,2019,Rainy Season,99.000,8045,81.2600
20190438598,Centre,Tropical Savanna,Clay,Carrot,2019,Dry Season,89.000,6001,67.4300
20191161004,Centre,Tropical Savanna,Peaty,Cassava,2019,Dry Season,61.000,584,9.5700
20190274128,Centre,Tropical Savanna,Clay,Cassava,2019,Dry Season,62.000,2858,46.1000
20190925698,Centre,Tropical Savanna,Clay,Cassava,2019,Rainy Season,41.000,4943,120.5600
20190478252,Centre,Tropical Savanna,Peaty,Cassava,2019,Dry Season,35.000,6305,180.1400
20190373986,Centre,Tropical Savanna,Clay,Cassava,2019,Dry Season,48.000,8063,167.9800
20190487809,Centre,Tropical Savanna,Clay,Cassava,2019,Dry Season,34.000,1241,36.5000
20190523845,Centre,Tropical Savanna,Clay,Cassava,2019,Rainy Season,51.000,2908,57.0200
20190728050,Centre,Tropical Savanna,Peaty,Cassava,2019,Rainy Season,58.000,8510,146.7200
20191096298,Centre,Tropical Savanna,Clay,Cassava,2019,Rainy Season,92.000,2226,24.2000
20191199530,Centre,Tropical Savanna,Clay,Cassava,2019,Dry Season,39.000,5683,145.7200
20191221230,Centre,Tropical Savanna,Clay,Cassava,2019,Dry Season,93.000,3475,37.3700
20190163079,Centre,Tropical Savanna,Peaty,Cassava,2019,Dry Season,42.000,2689,64.0200
20190234379,Centre,Tropical Savanna,Peaty,Cassava,2019,Dry Season,48.000,7040,146.6700
20190382446,Centre,Tropical Savanna,Peaty,Cassava,2019,Dry Season,85.000,3313,38.9800
20191202187,Centre,Tropical Savanna,Peaty,Cassava,2019,Dry Season,41.000,233,5.6800
20191025322,Centre,Tropical Savanna,Peaty,Cassava,2019,Rainy Season,32.000,6099,190.5900
20190572770,Centre,Tropical Savanna,Peaty,Cassava,2019,Rainy Season,47.000,2930,62.3400
20190622799,Centre,Tropical Savanna,Peaty,Cassava,2019,Rainy Season,84.000,4112,48.9500
20190729532,Centre,Tropical Savanna,Clay,Cassava,2019,Rainy Season,30.000,2747,91.5700
20190917989,Centre,Tropical Savanna,Peaty,Cassava,2019,Rainy Season,28.000,8001,285.7500
20190144921,Centre,Tropical Savanna,Clay,Cassava,2019,Dry Season,60.000,2825,47.0800
20190810797,Centre,Tropical Savanna,Peaty,Cassava,2019,Rainy Season,40.000,4468,111.7000
20190871751,Centre,Tropical Savanna,Clay,Cassava,2019,Rainy Season,55.000,3755,68.2700
20190610303,Centre,Tropical Savanna,Clay,Cassava,2019,Rainy Season,20.000,2728,136.4000
20190834946,Centre,Tropical Savanna,Clay,Chilli,2019,Rainy Season,39.000,161,4.1300
20190857160,Centre,Tropical Savanna,Peaty,Chilli,2019,Rainy Season,98.000,3144,32.0800
20191195040,Centre,Tropical Savanna,Peaty,Chilli,2019,Dry Season,38.000,1333,35.0800
20190481087,Centre,Tropical Savanna,Peaty,Chilli,2019,Dry Season,70.000,7880,112.5700
20190287097,Centre,Tropical Savanna,Peaty,Chilli,2019,Dry Season,36.000,2613,72.5800
20190170745,Centre,Tropical Savanna,Peaty,Chilli,2019,Dry Season,27.000,8833,327.1500
20190288437,Centre,Tropical Savanna,Clay,Chilli,2019,Dry Season,90.000,453,5.0300
20190322931,Centre,Tropical Savanna,Clay,Chilli,2019,Dry Season,83.000,9214,111.0100
20190551924,Centre,Tropical Savanna,Peaty,Chilli,2019,Rainy Season,84.000,9629,114.6300
20190497904,Centre,Tropical Savanna,Clay,Chilli,2019,Dry Season,72.000,1602,22.2500
20191079434,Centre,Tropical Savanna,Peaty,Chilli,2019,Rainy Season,41.000,7889,192.4100
20190504171,Centre,Tropical Savanna,Clay,Chilli,2019,Rainy Season,76.000,1312,17.2600
20191180147,Centre,Tropical Savanna,Clay,Chilli,2019,Dry Season,23.000,9260,402.6100
20190927673,Centre,Tropical Savanna,Peaty,Chilli,2019,Rainy Season,81.000,4374,54.0000
20190103929,Centre,Tropical Savanna,Clay,Chilli,2019,Dry Season,97.000,5850,60.3100
20191231811,Centre,Tropical Savanna,Peaty,Chilli,2019,Dry Season,84.000,8662,103.1200
20190749781,Centre,Tropical Savanna,Clay,Chilli,2019,Rainy Season,46.000,848,18.4300
20190375106,Centre,Tropical Savanna,Peaty,Chilli,2019,Dry Season,99.000,5884,59.4300
20191013124,Centre,Tropical Savanna,Clay,Chilli,2019,Rainy Season,89.000,3669,41.2200
20190658214,Centre,Tropical Savanna,Clay,Chilli,2019,Rainy Season,20.000,1042,52.1000
20191217921,Centre,Tropical Savanna,Clay,Chilli,2019,Dry Season,60.000,4010,66.8300
20190642619,Centre,Tropical Savanna,Peaty,Chilli,2019,Rainy Season,88.000,4495,51.0800
20190798608,Centre,Tropical Savanna,Peaty,Chilli,2019,Rainy Season,85.000,7264,85.4600
20190989531,Centre,Tropical Savanna,Clay,Chilli,2019,Rainy Season,42.000,271,6.4500
20190297480,Centre,Tropical Savanna,Peaty,Cowpea,2019,Dry Season,75.000,5635,75.1300
20190752456,Centre,Tropical Savanna,Peaty,Cowpea,2019,Rainy Season,72.000,549,7.6200
20191109573,Centre,Tropical Savanna,Peaty,Cowpea,2019,Dry Season,40.000,8155,203.8800
20191098270,Centre,Tropical Savanna,Peaty,Cowpea,2019,Rainy Season,72.000,8027,111.4900
20190547989,Centre,Tropical Savanna,Peaty,Cowpea,2019,Rainy Season,21.000,905,43.1000
20190147897,Centre,Tropical Savanna,Peaty,Cowpea,2019,Dry Season,57.000,7346,128.8800
20190217858,Centre,Tropical Savanna,Clay,Cowpea,2019,Dry Season,52.000,9262,178.1200
20190625719,Centre,Tropical Savanna,Peaty,Cowpea,2019,Rainy Season,100.000,1625,16.2500
20190707275,Centre,Tropical Savanna,Clay,Cowpea,2019,Rainy Season,39.000,4668,119.6900
20191225351,Centre,Tropical Savanna,Clay,Cowpea,2019,Dry Season,66.000,8639,130.8900
20190914166,Centre,Tropical Savanna,Peaty,Cowpea,2019,Rainy Season,47.000,7330,155.9600
20190565398,Centre,Tropical Savanna,Clay,Cowpea,2019,Rainy Season,59.000,1690,28.6400
20191254774,Centre,Tropical Savanna,Peaty,Cowpea,2019,Dry Season,60.000,2874,47.9000
20190831503,Centre,Tropical Savanna,Clay,Cowpea,2019,Rainy Season,24.000,1487,61.9600
20190626010,Centre,Tropical Savanna,Clay,Cowpea,2019,Rainy Season,46.000,2704,58.7800
20190434429,Centre,Tropical Savanna,Clay,Cowpea,2019,Dry Season,76.000,3910,51.4500
20191073350,Centre,Tropical Savanna,Clay,Cowpea,2019,Rainy Season,58.000,8067,139.0900
20190177853,Centre,Tropical Savanna,Clay,Cowpea,2019,Dry Season,86.000,2379,27.6600
20190449298,Centre,Tropical Savanna,Peaty,Cowpea,2019,Dry Season,37.000,1249,33.7600
20190343590,Centre,Tropical Savanna,Peaty,Cowpea,2019,Dry Season,32.000,2493,77.9100
20190352034,Centre,Tropical Savanna,Clay,Cowpea,2019,Dry Season,94.000,2285,24.3100
20190977482,Centre,Tropical Savanna,Clay,Cowpea,2019,Rainy Season,72.000,2601,36.1200
20191186629,Centre,Tropical Savanna,Clay,Cowpea,2019,Dry Season,67.000,7242,108.0900
20190842191,Centre,Tropical Savanna,Peaty,Cowpea,2019,Rainy Season,80.000,6505,81.3100
20190256344,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Dry Season,96.000,6035,62.8600
20190699649,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Rainy Season,46.000,2477,53.8500
20190844789,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Rainy Season,49.000,3619,73.8600
20190485792,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Dry Season,23.000,8045,349.7800
20190539959,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Rainy Season,29.000,5843,201.4800
20190703410,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Rainy Season,64.000,9432,147.3800
20191266323,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Dry Season,60.000,9605,160.0800
20190589858,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Rainy Season,75.000,4617,61.5600
20190229128,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Dry Season,39.000,2054,52.6700
20190108891,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Dry Season,45.000,8471,188.2400
20191106289,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Dry Season,43.000,6884,160.0900
20190915535,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Rainy Season,63.000,2659,42.2100
20190363189,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Dry Season,63.000,1663,26.4000
20191286586,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Dry Season,94.000,3861,41.0700
20190145759,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Dry Season,29.000,6953,239.7600
20190759444,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Rainy Season,42.000,8571,204.0700
20191073425,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Rainy Season,46.000,3983,86.5900
20191167589,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Dry Season,67.000,6885,102.7600
20190925429,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Rainy Season,72.000,1325,18.4000
20190692590,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Rainy Season,67.000,2703,40.3400
20190389030,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Dry Season,26.000,2034,78.2300
20190456586,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Dry Season,91.000,8173,89.8100
20191004576,Centre,Tropical Savanna,Clay,Eggplant (garden eggs),2019,Rainy Season,23.000,4589,199.5200
20190892829,Centre,Tropical Savanna,Peaty,Eggplant (garden eggs),2019,Rainy Season,44.000,5365,121.9300
20191264378,Centre,Tropical Savanna,Peaty,garlic,2019,Dry Season,34.000,5340,157.0600
20191094117,Centre,Tropical Savanna,Clay,garlic,2019,Rainy Season,53.000,8208,154.8700
20191119564,Centre,Tropical Savanna,Peaty,garlic,2019,Dry Season,88.000,8843,100.4900
20190508151,Centre,Tropical Savanna,Clay,garlic,2019,Rainy Season,87.000,1537,17.6700
20191138046,Centre,Tropical Savanna,Clay,garlic,2019,Dry Season,64.000,2762,43.1600
20190495221,Centre,Tropical Savanna,Clay,garlic,2019,Dry Season,37.000,7543,203.8600
20190322267,Centre,Tropical Savanna,Clay,garlic,2019,Dry Season,27.000,4740,175.5600
20190747430,Centre,Tropical Savanna,Peaty,garlic,2019,Rainy Season,73.000,9530,130.5500
20190861513,Centre,Tropical Savanna,Clay,garlic,2019,Rainy Season,68.000,4616,67.8800
20190104447,Centre,Tropical Savanna,Peaty,garlic,2019,Dry Season,93.000,9878,106.2200
20190131559,Centre,Tropical Savanna,Clay,garlic,2019,Dry Season,50.000,9363,187.2600
20190620315,Centre,Tropical Savanna,Clay,garlic,2019,Rainy Season,33.000,9125,276.5200
20190713441,Centre,Tropical Savanna,Clay,garlic,2019,Rainy Season,60.000,7711,128.5200
20191254390,Centre,Tropical Savanna,Clay,garlic,2019,Dry Season,95.000,4325,45.5300
20190203132,Centre,Tropical Savanna,Peaty,garlic,2019,Dry Season,55.000,9423,171.3300
20190325873,Centre,Tropical Savanna,Peaty,garlic,2019,Dry Season,89.000,9753,109.5800
20190970107,Centre,Tropical Savanna,Peaty,garlic,2019,Rainy Season,60.000,2960,49.3300
20190597470,Centre,Tropical Savanna,Peaty,garlic,2019,Rainy Season,77.000,3752,48.7300
20190936804,Centre,Tropical Savanna,Clay,garlic,2019,Rainy Season,100.000,9432,94.3200
20190658413,Centre,Tropical Savanna,Peaty,garlic,2019,Rainy Season,68.000,3699,54.4000
20190246105,Centre,Tropical Savanna,Clay,garlic,2019,Dry Season,57.000,9112,159.8600
20191017125,Centre,Tropical Savanna,Peaty,garlic,2019,Rainy Season,74.000,7593,102.6100
20190433011,Centre,Tropical Savanna,Peaty,garlic,2019,Dry Season,77.000,5756,74.7500
20190890842,Centre,Tropical Savanna,Peaty,garlic,2019,Rainy Season,54.000,7485,138.6100
20190140128,Centre,Tropical Savanna,Peaty,Maize,2019,Dry Season,38.000,5635,148.2900
20190721270,Centre,Tropical Savanna,Clay,Maize,2019,Rainy Season,70.000,3379,48.2700
20190274786,Centre,Tropical Savanna,Peaty,Maize,2019,Dry Season,29.000,346,11.9300
20190304336,Centre,Tropical Savanna,Peaty,Maize,2019,Dry Season,53.000,3782,71.3600
20191135810,Centre,Tropical Savanna,Peaty,Maize,2019,Dry Season,97.000,840,8.6600
20191061456,Centre,Tropical Savanna,Clay,Maize,2019,Rainy Season,72.000,3523,48.9300
20190443511,Centre,Tropical Savanna,Clay,Maize,2019,Dry Season,82.000,3598,43.8800
20190698118,Centre,Tropical Savanna,Peaty,Maize,2019,Rainy Season,37.000,8369,226.1900
20190847508,Centre,Tropical Savanna,Peaty,Maize,2019,Rainy Season,45.000,5195,115.4400
20190973064,Centre,Tropical Savanna,Peaty,Maize,2019,Rainy Season,26.000,7226,277.9200
20190124093,Centre,Tropical Savanna,Clay,Maize,2019,Dry Season,90.000,657,7.3000
20191288305,Centre,Tropical Savanna,Clay,Maize,2019,Dry Season,51.000,3468,68.0000
20190473051,Centre,Tropical Savanna,Peaty,Maize,2019,Dry Season,55.000,8344,151.7100
20190266595,Centre,Tropical Savanna,Clay,Maize,2019,Dry Season,96.000,6455,67.2400
20191038804,Centre,Tropical Savanna,Peaty,Maize,2019,Rainy Season,57.000,5935,104.1200
20190395792,Centre,Tropical Savanna,Clay,Maize,2019,Dry Season,75.000,1135,15.1300
20190574544,Centre,Tropical Savanna,Clay,Maize,2019,Rainy Season,90.000,5423,60.2600
20190936746,Centre,Tropical Savanna,Clay,Maize,2019,Rainy Season,87.000,396,4.5500
20191201916,Centre,Tropical Savanna,Peaty,Maize,2019,Dry Season,50.000,9882,197.6400
20191135330,Centre,Tropical Savanna,Clay,Maize,2019,Dry Season,41.000,8624,210.3400
20190669343,Centre,Tropical Savanna,Clay,Maize,2019,Rainy Season,54.000,841,15.5700
20190895022,Centre,Tropical Savanna,Clay,Maize,2019,Rainy Season,47.000,4922,104.7200
20190723881,Centre,Tropical Savanna,Peaty,Maize,2019,Rainy Season,32.000,8731,272.8400
20190576519,Centre,Tropical Savanna,Peaty,Maize,2019,Rainy Season,61.000,5078,83.2500
20191079751,Centre,Tropical Savanna,Clay,Mushroom,2019,Rainy Season,22.000,8150,370.4500
20191119691,Centre,Tropical Savanna,Clay,Mushroom,2019,Dry Season,33.000,2218,67.2100
20190518016,Centre,Tropical Savanna,Clay,Mushroom,2019,Rainy Season,60.000,5024,83.7300
20190233966,Centre,Tropical Savanna,Peaty,Mushroom,2019,Dry Season,78.000,2464,31.5900
20190610813,Centre,Tropical Savanna,Clay,Mushroom,2019,Rainy Season,31.000,922,29.7400
20191158290,Centre,Tropical Savanna,Peaty,Mushroom,2019,Dry Season,48.000,5025,104.6900
20190546261,Centre,Tropical Savanna,Peaty,Mushroom,2019,Rainy Season,24.000,6614,275.5800
20190731928,Centre,Tropical Savanna,Peaty,Mushroom,2019,Rainy Season,32.000,5268,164.6200
20190414681,Centre,Tropical Savanna,Peaty,Mushroom,2019,Dry Season,79.000,224,2.8400
20190481880,Centre,Tropical Savanna,Clay,Mushroom,2019,Dry Season,41.000,6888,168.0000
20191259277,Centre,Tropical Savanna,Peaty,Mushroom,2019,Dry Season,62.000,4330,69.8400
20190933726,Centre,Tropical Savanna,Clay,Mushroom,2019,Rainy Season,82.000,8704,106.1500
20190825947,Centre,Tropical Savanna,Clay,Mushroom,2019,Rainy Season,32.000,4424,138.2500
20190969279,Centre,Tropical Savanna,Peaty,Mushroom,2019,Rainy Season,28.000,6303,225.1100
20190153623,Centre,Tropical Savanna,Peaty,Mushroom,2019,Dry Season,65.000,8678,133.5100
20190669119,Centre,Tropical Savanna,Peaty,Mushroom,2019,Rainy Season,59.000,6118,103.6900
20191079216,Centre,Tropical Savanna,Peaty,Mushroom,2019,Rainy Season,74.000,1926,26.0300
