Production_ID,Region_Name,Crop_Name,Year,Month,Season,Area_Harvested,Quantity,Yield
20190134494,Littoral,Macabo,2019,1,Dry Season,45.000,4524,100.5300
20190134635,Littoral,Watermelon,2019,1,Dry Season,22.000,4983,226.5000
20190139799,Littoral,Paddy rice,2019,1,Dry Season,56.000,6282,112.1800
20190142254,Littoral,Tomatoes,2019,1,Dry Season,37.000,923,24.9500
20190144150,Littoral,Sweet potato,2019,1,Dry Season,98.000,2567,26.1900
20190144171,Littoral,Robusta coffee,2019,1,Dry Season,67.000,3665,54.7000
20190144218,Littoral,Avocado,2019,1,Dry Season,56.000,4381,78.2300
20190147094,Littoral,Mango,2019,1,Dry Season,99.000,8801,88.9000
20190151998,Littoral,Cassava,2019,1,Dry Season,56.000,3922,70.0400
20190156171,Littoral,Eggplant (garden eggs),2019,1,Dry Season,44.000,8861,201.3900
20190156587,Littoral,Papaya,2019,1,Dry Season,64.000,1006,15.7200
20190166022,Littoral,Onion,2019,1,Dry Season,97.000,2013,20.7500
20190167055,Littoral,Pepper,2019,1,Dry Season,58.000,8444,145.5900
20190167641,Littoral,Cabbage,2019,1,Dry Season,56.000,7753,138.4500
20190175117,Littoral,Voandzou,2019,1,Dry Season,58.000,2290,39.4800
20190178701,Littoral,Carrot,2019,1,Dry Season,29.000,1804,62.2100
20190183446,Littoral,Soya,2019,1,Dry Season,76.000,5901,77.6400
20190188170,Littoral,Mushroom,2019,1,Dry Season,21.000,5494,261.6200
20190196201,Littoral,Coffee Arabica,2019,1,Dry Season,55.000,5848,106.3300
20190197230,Littoral,Rubber,2019,1,Dry Season,47.000,4482,95.3600
20190197867,Littoral,garlic,2019,1,Dry Season,78.000,3717,47.6500
20190103309,Southwest,Voandzou,2019,1,Dry Season,97.000,8677,89.4500
20190105867,Southwest,Cassava,2019,1,Dry Season,41.000,9224,224.9800
20190108493,Southwest,Yam,2019,1,Dry Season,28.000,2747,98.1100
20190118565,Southwest,Avocado,2019,1,Dry Season,55.000,467,8.4900
20190118913,Southwest,Cocoa,2019,1,Dry Season,80.000,5032,62.9000
20190124189,Southwest,Mango,2019,1,Dry Season,32.000,1607,50.2200
20190126234,Southwest,Papaya,2019,1,Dry Season,80.000,2365,29.5600
20190131903,Southwest,Macabo,2019,1,Dry Season,49.000,1068,21.8000
20190132041,Southwest,Paddy rice,2019,1,Dry Season,61.000,4801,78.7000
20190136343,Southwest,Robusta coffee,2019,1,Dry Season,63.000,5044,80.0600
20190142054,Southwest,Sweet potato,2019,1,Dry Season,81.000,2736,33.7800
20190144783,Southwest,Orange,2019,1,Dry Season,77.000,9307,120.8700
20190166771,Southwest,Rubber,2019,1,Dry Season,32.000,6810,212.8100
20190173619,Southwest,Taro,2019,1,Dry Season,86.000,399,4.6400
20190190858,Southwest,Cowpea,2019,1,Dry Season,41.000,6202,151.2700
20190199406,Southwest,Watermelon,2019,1,Dry Season,30.000,3322,110.7300
20190106644,Littoral,Watermelon,2019,1,Dry Season,87.000,5710,65.6300
20190112792,Littoral,Mushroom,2019,1,Dry Season,22.000,1626,73.9100
20190114064,Littoral,Cocoa,2019,1,Dry Season,33.000,8406,254.7300
20190117663,Littoral,Voandzou,2019,1,Dry Season,55.000,9970,181.2700
20190132048,Littoral,Carrot,2019,1,Dry Season,81.000,2569,31.7200
20190134211,Littoral,Cassava,2019,1,Dry Season,58.000,3622,62.4500
20190135167,Littoral,Cabbage,2019,1,Dry Season,63.000,5744,91.1700
20190138192,Littoral,Soya,2019,1,Dry Season,98.000,6077,62.0100
20190139896,Littoral,garlic,2019,1,Dry Season,43.000,9124,212.1900
20190142547,Littoral,Robusta coffee,2019,1,Dry Season,94.000,7616,81.0200
20190145695,Littoral,Avocado,2019,1,Dry Season,23.000,5320,231.3000
20190146333,Littoral,Oil,2019,1,Dry Season,91.000,3157,34.6900
20190153753,Littoral,Tomatoes,2019,1,Dry Season,26.000,727,27.9600
20190154791,Littoral,Coffee Arabica,2019,1,Dry Season,86.000,269,3.1300
20190155250,Littoral,Papaya,2019,1,Dry Season,20.000,7933,396.6500
20190162852,Littoral,Orange,2019,1,Dry Season,66.000,1391,21.0800
20190165087,Littoral,Macabo,2019,1,Dry Season,78.000,7835,100.4500
20190167918,Littoral,Mango,2019,1,Dry Season,92.000,8530,92.7200
20190168223,Littoral,Eggplant (garden eggs),2019,1,Dry Season,35.000,6375,182.1400
20190170793,Littoral,Onion,2019,1,Dry Season,29.000,9816,338.4800
20190171017,Littoral,Rubber,2019,1,Dry Season,70.000,139,1.9900
20190171569,Littoral,Taro,2019,1,Dry Season,79.000,1197,15.1500
20190175576,Littoral,Paddy rice,2019,1,Dry Season,87.000,1713,19.6900
20190179175,Littoral,Sugar cane,2019,1,Dry Season,50.000,2262,45.2400
20190185054,Littoral,Pepper,2019,1,Dry Season,35.000,3656,104.4600
20190186548,Littoral,Chilli,2019,1,Dry Season,50.000,6567,131.3400
20190186624,Littoral,Black nightshade,2019,1,Dry Season,83.000,7514,90.5300
20190187363,Littoral,Sweet potato,2019,1,Dry Season,35.000,5052,144.3400
20190123453,North,Sesame,2019,1,Dry Season,60.000,6619,110.3200
20190129809,North,Cowpea,2019,1,Dry Season,54.000,6324,117.1100
20190143827,North,Millet,2019,1,Dry Season,98.000,8446,86.1800
20190148338,North,Maize,2019,1,Dry Season,72.000,5048,70.1100
20190115667,West,Oil,2019,1,Dry Season,70.000,2470,35.2900
20190124548,West,Maize,2019,1,Dry Season,56.000,3700,66.0700
20190148318,West,Yam,2019,1,Dry Season,57.000,7535,132.1900
20190162349,West,Cocoa,2019,1,Dry Season,46.000,5209,113.2400
20190175891,West,Chilli,2019,1,Dry Season,60.000,7182,119.7000
20190176270,West,Tomatoes,2019,1,Dry Season,25.000,6004,240.1600
20190185222,West,Avocado,2019,1,Dry Season,26.000,6122,235.4600
20190103929,Centre,Chilli,2019,1,Dry Season,97.000,5850,60.3100
20190104942,Centre,Sweet potato,2019,1,Dry Season,20.000,8514,425.7000
20190105235,Centre,Black nightshade,2019,1,Dry Season,25.000,665,26.6000
20190105371,Centre,Papaya,2019,1,Dry Season,29.000,1732,59.7200
20190122499,Centre,Potato,2019,1,Dry Season,36.000,3924,109.0000
20190123699,Centre,Orange,2019,1,Dry Season,54.000,3858,71.4400
20190124093,Centre,Maize,2019,1,Dry Season,90.000,657,7.3000
20190126847,Centre,Cabbage,2019,1,Dry Season,78.000,6290,80.6400
20190131559,Centre,garlic,2019,1,Dry Season,50.000,9363,187.2600
20190144921,Centre,Cassava,2019,1,Dry Season,60.000,2825,47.0800
20190145759,Centre,Eggplant (garden eggs),2019,1,Dry Season,29.000,6953,239.7600
20190160410,Centre,Tomatoes,2019,1,Dry Season,61.000,4188,68.6600
20190162300,Centre,Carrot,2019,1,Dry Season,72.000,2960,41.1100
20190175426,Centre,Watermelon,2019,1,Dry Season,89.000,1297,14.5700
20190177853,Centre,Cowpea,2019,1,Dry Season,86.000,2379,27.6600
20190186671,Centre,Pepper,2019,1,Dry Season,65.000,793,12.2000
20190186757,Centre,Onion,2019,1,Dry Season,24.000,2455,102.2900
20190199566,Centre,Mushroom,2019,1,Dry Season,72.000,4192,58.2200
20190104447,Centre,garlic,2019,1,Dry Season,93.000,9878,106.2200
20190107038,Centre,Cabbage,2019,1,Dry Season,83.000,9032,108.8200
20190108891,Centre,Eggplant (garden eggs),2019,1,Dry Season,45.000,8471,188.2400
20190115458,Centre,Orange,2019,1,Dry Season,82.000,3165,38.6000
20190120027,Centre,Potato,2019,1,Dry Season,46.000,4057,88.2000
20190128835,Centre,Pepper,2019,1,Dry Season,76.000,7325,96.3800
20190132788,Centre,Sweet potato,2019,1,Dry Season,45.000,4880,108.4400
20190133041,Centre,Papaya,2019,1,Dry Season,54.000,566,10.4800
20190140128,Centre,Maize,2019,1,Dry Season,38.000,5635,148.2900
20190147897,Centre,Cowpea,2019,1,Dry Season,57.000,7346,128.8800
20190152241,Centre,Black nightshade,2019,1,Dry Season,78.000,3717,47.6500
20190153623,Centre,Mushroom,2019,1,Dry Season,65.000,8678,133.5100
20190163079,Centre,Cassava,2019,1,Dry Season,42.000,2689,64.0200
20190163528,Centre,Onion,2019,1,Dry Season,25.000,360,14.4000
20190170019,Centre,Tomatoes,2019,1,Dry Season,61.000,1409,23.1000
20190170745,Centre,Chilli,2019,1,Dry Season,27.000,8833,327.1500
20190184422,Centre,Carrot,2019,1,Dry Season,33.000,191,5.7900
20190184618,Centre,Watermelon,2019,1,Dry Season,44.000,5524,125.5500
20190110782,West,Oil,2019,1,Dry Season,84.000,2018,24.0200
20190114959,West,Chilli,2019,1,Dry Season,73.000,5644,77.3200
20190153316,West,Yam,2019,1,Dry Season,64.000,7834,122.4100
20190166018,West,Tomatoes,2019,1,Dry Season,94.000,7580,80.6400
20190169775,West,Avocado,2019,1,Dry Season,92.000,1565,17.0100
20190173920,West,Maize,2019,1,Dry Season,44.000,3269,74.3000
20190190598,West,Cocoa,2019,1,Dry Season,46.000,7398,160.8300
20190104343,Farnorth,Sorghum,2019,1,Dry Season,40.000,2356,58.9000
20190115879,Farnorth,Millet,2019,1,Dry Season,27.000,9427,349.1500
20190142122,Adamawa,Maize,2019,1,Dry Season,37.000,4054,109.5700
20190151739,Adamawa,Sesame,2019,1,Dry Season,62.000,7982,128.7400
20190157606,Adamawa,Sorghum,2019,1,Dry Season,46.000,4449,96.7200
20190164149,Adamawa,Millet,2019,1,Dry Season,63.000,2771,43.9800
20190124954,Northwest,Sorghum,2019,1,Dry Season,64.000,5322,83.1600
20190136202,Northwest,Potato,2019,1,Dry Season,93.000,6473,69.6000
20190159874,Northwest,Yam,2019,1,Dry Season,23.000,5119,222.5700
20190163640,Northwest,Cowpea,2019,1,Dry Season,29.000,4562,157.3100
20190103381,Northwest,Yam,2019,1,Dry Season,29.000,7018,242.0000
20190113764,Northwest,Potato,2019,1,Dry Season,29.000,9189,316.8600
20190124978,Northwest,Cowpea,2019,1,Dry Season,72.000,4979,69.1500
20190181804,Northwest,Sorghum,2019,1,Dry Season,47.000,1366,29.0600
20190203428,Southwest,Sweet potato,2019,2,Dry Season,35.000,2899,82.8300
20190205544,Southwest,Paddy rice,2019,2,Dry Season,27.000,4956,183.5600
20190206042,Southwest,Yam,2019,2,Dry Season,41.000,9300,226.8300
20190226055,Southwest,Cassava,2019,2,Dry Season,44.000,3198,72.6800
20190230425,Southwest,Cocoa,2019,2,Dry Season,24.000,9977,415.7100
20190243382,Southwest,Watermelon,2019,2,Dry Season,35.000,782,22.3400
20190243765,Southwest,Taro,2019,2,Dry Season,66.000,1323,20.0500
20190247381,Southwest,Orange,2019,2,Dry Season,75.000,2361,31.4800
20190250135,Southwest,Voandzou,2019,2,Dry Season,73.000,580,7.9500
20190267222,Southwest,Rubber,2019,2,Dry Season,56.000,8773,156.6600
20190269091,Southwest,Macabo,2019,2,Dry Season,95.000,766,8.0600
20190270180,Southwest,Mango,2019,2,Dry Season,77.000,5822,75.6100
20190270301,Southwest,Robusta coffee,2019,2,Dry Season,79.000,8154,103.2200
20190279659,Southwest,Papaya,2019,2,Dry Season,74.000,7167,96.8500
20190282441,Southwest,Cowpea,2019,2,Dry Season,94.000,3226,34.3200
20190284560,Southwest,Avocado,2019,2,Dry Season,76.000,6472,85.1600
20190210392,Littoral,Tomatoes,2019,2,Dry Season,28.000,2264,80.8600
20190212857,Littoral,Papaya,2019,2,Dry Season,86.000,2279,26.5000
20190218461,Littoral,Macabo,2019,2,Dry Season,42.000,6809,162.1200
20190219928,Littoral,Robusta coffee,2019,2,Dry Season,48.000,4138,86.2100
20190229711,Littoral,Coffee Arabica,2019,2,Dry Season,97.000,6474,66.7400
20190230606,Littoral,Voandzou,2019,2,Dry Season,51.000,845,16.5700
20190232223,Littoral,Pepper,2019,2,Dry Season,63.000,9854,156.4100
20190234713,Littoral,Taro,2019,2,Dry Season,80.000,1665,20.8100
20190236799,Littoral,Sugar cane,2019,2,Dry Season,72.000,5799,80.5400
20190239140,Littoral,Watermelon,2019,2,Dry Season,81.000,7880,97.2800
20190240830,Littoral,Sweet potato,2019,2,Dry Season,76.000,5290,69.6100
20190244422,Littoral,Cabbage,2019,2,Dry Season,97.000,4441,45.7800
20190246599,Littoral,Cassava,2019,2,Dry Season,56.000,8082,144.3200
20190247561,Littoral,Eggplant (garden eggs),2019,2,Dry Season,67.000,303,4.5200
20190247602,Littoral,Soya,2019,2,Dry Season,22.000,6654,302.4500
20190247800,Littoral,Carrot,2019,2,Dry Season,46.000,5347,116.2400
20190252225,Littoral,Orange,2019,2,Dry Season,94.000,239,2.5400
20190253618,Littoral,Rubber,2019,2,Dry Season,50.000,7632,152.6400
20190255695,Littoral,Mango,2019,2,Dry Season,79.000,2375,30.0600
20190256301,Littoral,Avocado,2019,2,Dry Season,43.000,2741,63.7400
20190270363,Littoral,garlic,2019,2,Dry Season,74.000,7765,104.9300
20190274977,Littoral,Paddy rice,2019,2,Dry Season,46.000,7763,168.7600
20190274993,Littoral,Chilli,2019,2,Dry Season,37.000,7586,205.0300
20190281258,Littoral,Mushroom,2019,2,Dry Season,66.000,429,6.5000
20190284650,Littoral,Black nightshade,2019,2,Dry Season,35.000,4536,129.6000
20190291718,Littoral,Oil,2019,2,Dry Season,67.000,3815,56.9400
20190292802,Littoral,Onion,2019,2,Dry Season,22.000,9472,430.5500
20190296419,Littoral,Cocoa,2019,2,Dry Season,77.000,4128,53.6100
20190214970,South,Cocoa,2019,2,Dry Season,31.000,1554,50.1300
20190245823,South,Taro,2019,2,Dry Season,37.000,1866,50.4300
20190263825,South,Robusta coffee,2019,2,Dry Season,67.000,3537,52.7900
20190278291,South,Oil,2019,2,Dry Season,44.000,5623,127.8000
20190279203,South,Cassava,2019,2,Dry Season,27.000,5128,189.9300
20190203466,East,Cassava,2019,2,Dry Season,90.000,9550,106.1100
20190210713,East,Robusta coffee,2019,2,Dry Season,47.000,700,14.8900
20190241634,East,Cocoa,2019,2,Dry Season,68.000,9041,132.9600
20190252521,East,Oil,2019,2,Dry Season,40.000,2608,65.2000
20190289559,East,Taro,2019,2,Dry Season,69.000,9521,137.9900
20190202461,Southwest,Avocado,2019,2,Dry Season,48.000,828,17.2500
20190211030,Southwest,Cocoa,2019,2,Dry Season,57.000,4628,81.1900
20190232581,Southwest,Watermelon,2019,2,Dry Season,38.000,5534,145.6300
20190235013,Southwest,Cassava,2019,2,Dry Season,38.000,9704,255.3700
20190237503,Southwest,Taro,2019,2,Dry Season,35.000,6465,184.7100
20190239063,Southwest,Cowpea,2019,2,Dry Season,60.000,5728,95.4700
20190241698,Southwest,Orange,2019,2,Dry Season,39.000,5154,132.1500
20190242412,Southwest,Yam,2019,2,Dry Season,44.000,9993,227.1100
20190254023,Southwest,Sweet potato,2019,2,Dry Season,44.000,2876,65.3600
20190259131,Southwest,Robusta coffee,2019,2,Dry Season,49.000,7549,154.0600
20190268351,Southwest,Papaya,2019,2,Dry Season,100.000,7615,76.1500
20190274240,Southwest,Voandzou,2019,2,Dry Season,31.000,573,18.4800
20190277342,Southwest,Mango,2019,2,Dry Season,53.000,5180,97.7400
20190279972,Southwest,Rubber,2019,2,Dry Season,73.000,338,4.6300
20190280071,Southwest,Paddy rice,2019,2,Dry Season,72.000,6926,96.1900
20190299600,Southwest,Macabo,2019,2,Dry Season,40.000,1759,43.9800
20190215264,South,Cassava,2019,2,Dry Season,46.000,7685,167.0700
20190220975,South,Oil,2019,2,Dry Season,64.000,2005,31.3300
20190225605,South,Robusta coffee,2019,2,Dry Season,26.000,2629,101.1200
20190274185,South,Taro,2019,2,Dry Season,27.000,1422,52.6700
20190282674,South,Cocoa,2019,2,Dry Season,68.000,4326,63.6200
20190205122,Littoral,Mango,2019,2,Dry Season,21.000,6727,320.3300
20190217386,Littoral,Voandzou,2019,2,Dry Season,92.000,7233,78.6200
20190217960,Littoral,Orange,2019,2,Dry Season,33.000,992,30.0600
20190221789,Littoral,Tomatoes,2019,2,Dry Season,28.000,1973,70.4600
20190227147,Littoral,Oil,2019,2,Dry Season,76.000,4512,59.3700
20190233590,Littoral,Watermelon,2019,2,Dry Season,54.000,163,3.0200
20190239713,Littoral,Sugar cane,2019,2,Dry Season,51.000,3570,70.0000
20190241517,Littoral,Cabbage,2019,2,Dry Season,25.000,2860,114.4000
20190247817,Littoral,Mushroom,2019,2,Dry Season,55.000,7440,135.2700
20190250400,Littoral,garlic,2019,2,Dry Season,30.000,5540,184.6700
20190251852,Littoral,Cassava,2019,2,Dry Season,100.000,3284,32.8400
20190264182,Littoral,Soya,2019,2,Dry Season,82.000,4909,59.8700
20190267907,Littoral,Black nightshade,2019,2,Dry Season,56.000,8165,145.8000
20190272459,Littoral,Avocado,2019,2,Dry Season,55.000,2574,46.8000
20190272642,Littoral,Eggplant (garden eggs),2019,2,Dry Season,29.000,9880,340.6900
20190275421,Littoral,Pepper,2019,2,Dry Season,44.000,3491,79.3400
20190276108,Littoral,Papaya,2019,2,Dry Season,90.000,2833,31.4800
20190277599,Littoral,Onion,2019,2,Dry Season,47.000,2179,46.3600
20190278606,Littoral,Chilli,2019,2,Dry Season,46.000,2203,47.8900
20190278693,Littoral,Carrot,2019,2,Dry Season,65.000,9487,145.9500
20190279537,Littoral,Sweet potato,2019,2,Dry Season,54.000,2155,39.9100
20190281004,Littoral,Paddy rice,2019,2,Dry Season,65.000,3068,47.2000
20190282769,Littoral,Cocoa,2019,2,Dry Season,74.000,4497,60.7700
20190287489,Littoral,Taro,2019,2,Dry Season,21.000,5077,241.7600
20190288052,Littoral,Robusta coffee,2019,2,Dry Season,85.000,1146,13.4800
20190296596,Littoral,Coffee Arabica,2019,2,Dry Season,69.000,824,11.9400
20190297150,Littoral,Rubber,2019,2,Dry Season,50.000,1816,36.3200
20190298165,Littoral,Macabo,2019,2,Dry Season,49.000,400,8.1600
20190204737,Southwest,Cocoa,2019,2,Dry Season,96.000,9524,99.2100
20190212909,Southwest,Robusta coffee,2019,2,Dry Season,91.000,6898,75.8000
20190219761,Southwest,Macabo,2019,2,Dry Season,71.000,4758,67.0100
20190224087,Southwest,Mango,2019,2,Dry Season,65.000,5358,82.4300
20190226821,Southwest,Papaya,2019,2,Dry Season,92.000,4251,46.2100
20190229628,Southwest,Orange,2019,2,Dry Season,57.000,563,9.8800
20190231635,Southwest,Yam,2019,2,Dry Season,66.000,9037,136.9200
20190235919,Southwest,Sweet potato,2019,2,Dry Season,97.000,8620,88.8700
20190244772,Southwest,Avocado,2019,2,Dry Season,29.000,4893,168.7200
20190248950,Southwest,Cowpea,2019,2,Dry Season,29.000,9835,339.1400
20190253055,Southwest,Cassava,2019,2,Dry Season,23.000,9460,411.3000
20190256814,Southwest,Rubber,2019,2,Dry Season,46.000,4646,101.0000
20190270142,Southwest,Paddy rice,2019,2,Dry Season,37.000,7618,205.8900
20190274469,Southwest,Voandzou,2019,2,Dry Season,72.000,8591,119.3200
20190284621,Southwest,Watermelon,2019,2,Dry Season,46.000,6562,142.6500
20190296139,Southwest,Taro,2019,2,Dry Season,86.000,9613,111.7800
20190206022,Littoral,Paddy rice,2019,2,Dry Season,61.000,8525,139.7500
20190207272,Littoral,Orange,2019,2,Dry Season,54.000,7556,139.9300
20190214704,Littoral,Watermelon,2019,2,Dry Season,84.000,3320,39.5200
20190216861,Littoral,Chilli,2019,2,Dry Season,100.000,7878,78.7800
20190225217,Littoral,Oil,2019,2,Dry Season,81.000,6061,74.8300
20190225740,Littoral,Mango,2019,2,Dry Season,91.000,6932,76.1800
20190226894,Littoral,Sweet potato,2019,2,Dry Season,59.000,2852,48.3400
20190228045,Littoral,Macabo,2019,2,Dry Season,90.000,2586,28.7300
20190234242,Littoral,Cocoa,2019,2,Dry Season,64.000,5190,81.0900
20190234723,Littoral,Pepper,2019,2,Dry Season,42.000,1144,27.2400
20190235098,Littoral,Robusta coffee,2019,2,Dry Season,59.000,8015,135.8500
20190243113,Littoral,Taro,2019,2,Dry Season,41.000,3140,76.5900
20190246186,Littoral,Avocado,2019,2,Dry Season,80.000,3189,39.8600
20190247749,Littoral,Black nightshade,2019,2,Dry Season,20.000,987,49.3500
20190248907,Littoral,Tomatoes,2019,2,Dry Season,77.000,8988,116.7300
20190251437,Littoral,Cabbage,2019,2,Dry Season,38.000,7532,198.2100
20190260124,Littoral,Eggplant (garden eggs),2019,2,Dry Season,30.000,8100,270.0000
20190261934,Littoral,garlic,2019,2,Dry Season,50.000,9366,187.3200
20190270438,Littoral,Sugar cane,2019,2,Dry Season,37.000,6734,182.0000
20190271337,Littoral,Soya,2019,2,Dry Season,93.000,5485,58.9800
20190279948,Littoral,Coffee Arabica,2019,2,Dry Season,74.000,6406,86.5700
20190282558,Littoral,Onion,2019,2,Dry Season,91.000,7628,83.8200
20190284840,Littoral,Mushroom,2019,2,Dry Season,38.000,3005,79.0800
20190286021,Littoral,Papaya,2019,2,Dry Season,53.000,7034,132.7200
20190287504,Littoral,Cassava,2019,2,Dry Season,50.000,4939,98.7800
20190289977,Littoral,Voandzou,2019,2,Dry Season,31.000,2676,86.3200
20190290589,Littoral,Rubber,2019,2,Dry Season,93.000,2479,26.6600
20190293171,Littoral,Carrot,2019,2,Dry Season,92.000,9626,104.6300
20190222826,North,Sesame,2019,2,Dry Season,61.000,4081,66.9000
20190236603,North,Maize,2019,2,Dry Season,29.000,7862,271.1000
20190286792,North,Millet,2019,2,Dry Season,55.000,4086,74.2900
20190290700,North,Cowpea,2019,2,Dry Season,59.000,2367,40.1200
